id,title,section,emoji,resourceUrl,description,status,tag,userId,createdAt,updatedAt
fe9fc8f8-d370-4a6c-9797-2fb3ce765eda,Core smart contracts of Uniswap v4,proof-of-concepts,🔗,https://github.com/Uniswap/v4-core,"The core smart contracts of Uniswap v4, highlighting v4-core's singleton-style architecture, the management of all pool state in PoolManager.sol, and use of hook contracts to implement callbacks in the lifecycle of pool actions.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:54.978,2024-03-12 07:35:54.978
9a7fa61e-d00b-4a26-9e64-b7f1abc87906,Uniswap v4 Developer Documents,guides,🛠️,https://docs.uniswapfoundation.org/,"Official V4 Developer Documents from Uniswap Foundation, covering topics including how developer would begin to start building out hooks on local testnets in order to start testing out hook designs.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:55.233,2024-03-12 07:35:55.233
29af7877-a5e5-4553-89d5-b75ec67479b2,Hook Deployer,libraries,📦,https://github.com/drgorillamd/uniV4-hook-deployer,"Hook create2 deployer. This tool can deploy hooks to Ethereum, facilitating the implementation process.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:55.5,2024-03-12 07:35:55.5
a20cc73f-c657-4ee2-b758-bbb215e5aa07,Hook Mine And Sinker,libraries,⛏️,https://github.com/devtooligan/HookMineAndSinker," Mine addresses for UniswapV4 Hooks. This tool generates random addresses eligible to become hooks, useful for testing or deploying your own Hooks.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:55.629,2024-03-12 07:35:55.629
7476b705-6616-4545-bae6-daa9e1f3ef14,Scaffold Hook,libraries,🏗️,https://github.com/uniswapfoundation/scaffold-hook,"Uniswap v4 Hook development stack, complete with testnet deployment and UI. This tool helps builders develop and test Uniswap v4 Hooks with minimal interfaces for the swap lifecycle (pool creation, liquidity provision, and swapping).",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:55.759,2024-03-12 07:35:55.759
3ad1b3c9-fc26-4bac-9623-46e8a45898c2,Peripheral smart contracts for interacting with Uniswap v4,libraries,🧩,https://github.com/Uniswap/v4-periphery,"v4-periphery hosts the logic that builds on top of the core pool logic like hook contracts, position managers, and even possibly libraries needed for integrations. It is still under development and is being updated as the v4 ecosystem matures. Includes the BaseHook contract that can be used as a base for creating custom hooks.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:55.9,2024-03-12 07:35:55.9
2369dc59-1535-49ca-b33d-8de562369900,SolidityLabs' Template,templates,🛠️,https://github.com/soliditylabs/uniswap-v4-custom-pool,A Foundry-based template for developing custom pools in Uniswap v4 with hooks.,published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:56.031,2024-03-12 07:35:56.031
acbe378d-50f1-4637-9616-6633e9f0a405,Quantum3 Labs's Scaffold,advanced-tutorials,🚧,https://github.com/Quantum3-Labs/Scaffold-UniswapV4,"A boilerplate to use Uniswap v4 hooks with scaffold eth, facilitating hook development.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:56.16,2024-03-12 07:35:56.16
1edd4b05-3eb7-4cae-8889-402a87a2ad1c,Uniswap Foundation's Template,templates,🏗️,https://github.com/uniswapfoundation/v4-template,"A template repository providing a starting point for writing Uniswap V4 hooks, with necessary files and contracts. Ideal for creating custom hooks that execute arbitrary code on swaps. Originally developed by saucepoint.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:56.299,2024-03-12 07:35:56.299
7b942e44-b69b-4c23-b334-4cc252085025,Arrakis' Playground,templates,🧪,https://github.com/ArrakisFinance/uni-v4-playground,"A web-based application for interacting with hooks, allowing testing of your own hooks or learning about their operation. Simulates swaps to test hook functionality.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:56.43,2024-03-12 07:35:56.43
bdb01614-2ff5-4c37-9bb9-557a616a06a1,Uniswap's v4 Announcement,articles,📚,https://blog.uniswap.org/uniswap-v4,"Official announcement article from Uniswap detailing their vision for v4, including the introduction of hooks.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:56.559,2024-03-12 07:35:56.559
57d14d1b-ad85-4504-8533-92cb1b4f26a7,Draft Technical Whitepaper for Uniswap v4 Core,articles,📜,https://github.com/Uniswap/v4-core/blob/main/docs/whitepaper-v4.pdf,"Covers an introduction to Uniswap v4, hooks, singleton and flash accounting, native ETH, and other notable features.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:56.744,2024-03-12 07:35:56.744
9b30fb5a-8f3d-437f-a824-e9bccb29e005,Uniswap v4 Tests,libraries,🧪,https://github.com/jamesbachini/Uniswap-v4-Tests,A test suite for working with Uniswap v4 hooks. This suite verifies that your hooks are functioning correctly.,published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:56.876,2024-03-12 07:35:56.876
1a084740-183e-4565-b8b7-1c0b89ffc84b,Uniswap v4 Hook Test Framework,libraries,🛡️,https://github.com/khegeman/uniswap-v4-hook-fuzzer," A fuzz testing framework for Uniswap V4 Hooks, built during ETHGlobal 2023. This framework tests the security of your hooks.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:57.007,2024-03-12 07:35:57.007
bbfd9ab9-ca76-4298-9bef-9719fc9387d6,Uniswap Foundation: v4 by Example,guides,📄,https://www.v4-by-example.org/,"A website presenting Solidity snippets for integrating and using Uniswap v4, offering an introduction through simple examples.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:57.14,2024-03-12 07:35:57.14
177028ed-3072-4b6d-a42e-b0d539c5f3e0,Gnome101's Hardhat Template,templates,💻,https://github.com/Gnome101/UniswapV4Hardhat,A template and playground using hardhat for creating and testing custom hooks.,published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:57.274,2024-03-12 07:35:57.274
412f23c3-3d17-4345-af2a-da39ce4e51bd,Nick Addison's Template,templates,🔍,https://github.com/naddison36/uniswap-v4-hooks," A hook template that includes a factory for mining addresses and generating trace diagrams, aiding in custom hook creation.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:57.407,2024-03-12 07:35:57.407
eb73120f-05f9-4259-9821-bbe8445100d2,Lucas Martin Calderon's Template,templates,🖋️,https://github.com/LucasMartinCalderon/Uniswap,"A template for a hook created for the ETHGlobal Hackathon, useful for creating custom hooks to provide liquidity to specific pools.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:57.541,2024-03-12 07:35:57.541
ba4850d7-1f0b-4367-86e3-f98f63318e50,Solidity Developer: Integrate Uniswap v4 and create a custom hook,advanced-tutorials,🛠️,https://soliditydeveloper.com/uniswap4,"A deep dive tutorial showcasing the mechanisms for executing fees, Ethereum address prefixes for hooks contracts, and using CREATE2 for deterministic contract deployment.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:57.674,2024-03-12 07:35:57.674
38dac8be-e415-455e-8678-f4e0ee7fe22b,James Bachini: Introduction to Hooks,guides,🔁,https://jame11sbachini.com/uniswap-v4-hooks/,"A tutorial on using the ""beforeSwap"" hook function to implement custom actions during a swap.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:57.808,2024-03-12 07:35:57.808
85a46a28-d263-4efa-b6c3-3ee3724cef4c,Captain Hook: Uniswap Hooks Tutorial,proof-of-concepts,🧪,https://github.com/umbrellaresearch/uni-v4-hooks-tutorial,"A tutorial featuring three different proofs of concept hooks, each accompanied by a tutorial blog post.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:57.953,2024-03-12 07:35:57.953
594cfc79-7cd8-439b-bd1a-2f4ab59b24f5,Umbrella Research: A Deep Dive With Captain Hook (I),case-studies,🔍,https://medium.com/@umbrellaresearch/uniswap-v4-hooks-a-deep-dive-with-captain-hook-i-6be5d1677539,A tutorial demonstrating how developers can implement role-based features within the Uniswap v4 protocol.,published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:58.088,2024-03-12 07:35:58.088
253ce6c6-d66a-4683-b3b5-edac075f742e,"Uniswap v4: Hooks, Singletons and Controversy (Blockcast)",videos,🎙️,https://www.youtube.com/watch?v=cu5S87U2dXs,"A 22-minute video exploring Uniswap v4, with a focus on hooks and related discussion points.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:58.221,2024-03-12 07:35:58.221
5ba0ccd1-cb45-4a12-bb24-499e41ca9e75,Uniswap V4 Deep Dive with Head of Protocols Sara Reynolds (The Defiant),videos,🔍,https://www.youtube.com/watch?v=6e8n_GedrMY," A 75-minute deep dive into Uniswap v4 with Sara Reynolds, discussing hooks and potential attack vectors.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:58.354,2024-03-12 07:35:58.354
03dcf450-5cd0-45cb-921a-282c88bcba4f,Hayden Adams on what makes v4 special (Unchained Podcast),videos,📺,https://www.youtube.com/watch?v=KNK-W8JDuWg," An 80-minute video featuring Hayden Adams discussing the unique aspects of Uniswap v4, including hooks, their uses, and security concerns.
Section: 📹 Videos",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:58.488,2024-03-12 07:35:58.488
06081cf3-52e6-433e-94fa-7ae488a961db,Hayden Adams announcing the release of Uniswap V4 (Bankless),videos,🎥,https://www.youtube.com/watch?v=ZmhdNiGOMRU,"A 90-minute video where Hayden Adams covers the release of Uniswap v4, including details on the hook-centric roadmap.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:58.619,2024-03-12 07:35:58.619
d10f4124-c7b0-433d-926f-600feb913356,Saucepoint: Getting Started with the v4-template,templates,🚀,https://uniswaphooks.com/blog/getting-started-with-v4-template,"A guide to using the v4-template for creating custom hooks, including testing and troubleshooting tips.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:58.749,2024-03-12 07:35:58.749
21ef672e-431d-4b7f-a135-dcfac01fa062,Uniswap V4: What You Need to Know,guides,🌐,https://medium.com/coinmonks/uniswap-v4-what-you-need-to-know-f6c9d54d59eb,"This insightful blog traces the evolutionary journey of Uniswap, from its initial V1 release to the latest V4 iteration. It delves into the key enhancements each version brought, from simple ERC-20 and ETH token swaps in V1, to the complex liquidity provisions in specific price ranges in V3, setting the stage for the anticipated innovations in V4.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:58.878,2024-03-12 07:35:58.878
d2c1f50c-ca58-4c11-a500-494a6743d5aa,Nadison Playground for Uniswap v4 Hooks,proof-of-concepts,🛠️,https://github.com/naddison36/uniswap-v4-hooks,"This resource covers a range of features and functionalities of Uniswap v4 Hooks. It includes an exploration of lifecycle hooks like initialize, position, swap, and donate, management of hook-based fees, protocol fees on swaps and withdrawals, support for ERC-1155 token accounting, native ETH pools akin to Uniswap V1, and the capability to donate liquidity to pools.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:59.813,2024-03-12 07:35:59.813
d67c354c-52ab-4488-a47a-351c786cbab4,Liquidity management,proof-of-concepts,👨‍💼,https://brokkrfinance.medium.com/liquidity-management-uniswapv4-hook-ba26321f1f99,"In this article, we cover the design of our Liquidity management hook from our Uniswap Foundation Hook POC grant.",pending,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:59.947,2024-03-12 07:35:59.947
af274b18-8cec-4eff-81cc-9a0e9a18df38,On-Chain Limit Orders Hook Creation in Uniswap V4,videos,📹,https://www.youtube.com/watch?v=lU8nJ4hViws,This YouTube video guides viewers through the process of creating on-chain limit orders hooks for Uniswap v4 using Foundry and Solidity. It is an essential resource for developers interested in smart contract development and integration with decentralized finance platforms.,published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:36:00.079,2024-03-12 07:36:00.079
8fb5d1fc-60a6-4efb-84c0-7afb13cc33fe,Uniswap V2 Visualization,guides,📊,https://www.desmos.com/calculator/j8eppi5vvu,"This resource offers a graphical representation of the Uniswap V2 protocol, providing clear visual insights into its operational mechanics. It's an essential tool for understanding the underlying mathematical functions and liquidity curves that drive the Uniswap V2 automated market maker model.",declined,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:59.011,2024-03-12 07:35:59.011
f0cc746a-7806-4901-82e2-34e1b6906c63,Uniswap v4 Periphery,proof-of-concepts,🔬,https://github.com/uniswap/v4-periphery,"Uniswap v4 represents a significant advancement in automated market maker protocols, emphasizing extensibility and customization. The v4-periphery serves as a pivotal component, housing the logic that enhances core pool functionalities, including hook contracts, position managers, and potential integration libraries. The contracts within this repository are under ongoing development, with additional periphery contracts yet to be established.",declined,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:59.677,2024-03-12 07:35:59.677
3e1aa294-d4c5-42b2-a477-885c0655576f,"On-Chain ""Take-Profit"" Orders in Uniswap V4",advanced-tutorials,🛠️,https://learnweb3.io/lessons/uniswap-v4-hooks-create-a-fully-on-chain-take-profit-orders-hook-on-uniswap-v4,"Explore the power of Uniswap v4's hooks to create fully on-chain ""take-profit"" orders. This resource illuminates how custom hooks can modify DEX functionalities without forking Uniswap, allowing for innovative trading strategies and enhanced user experience in decentralized exchanges.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:36:00.213,2024-03-12 07:36:00.213
70470570-a41c-4ddd-970a-9754e21631ef,KYC Verification Hook in Uniswap V4 and Its Impact,advanced-tutorials,🗣️,https://coinaute.com/en/uniswap-in-the-spotlight-for-its-kyc-v4-hook-procedure/,This resource discusses the controversial KYC (Know Your Customer) verification hook in Uniswap v4. It sheds light on the debates and discussions within the DeFi community regarding privacy and regulatory compliance in decentralized finance.,published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:36:00.349,2024-03-12 07:36:00.349
47ec39e0-e430-40a5-a2cc-a47ba0a9ce4e,Liquidity management,proof-of-concepts,👨‍💼,https://brokkrfinance.medium.com/liquidity-management-uniswapv4-hook-ba26321f1f99,"In this article, we cover the design of our Liquidity management hook from our Uniswap Foundation Hook POC grant.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:36:00.482,2024-03-12 07:36:00.482
56871e80-d732-4f23-b45a-6b3da050a7ea,Uniswap V4 Explained,articles,🚀,https://www.datawallet.com/crypto/uniswap-v4-explained,"Uniswap V4 marks a significant leap in decentralized exchange technology, introducing ""hooks"" for enhanced customization and cost-efficiency in DeFi trading. This resource offers a comprehensive overview of its key innovations, including the singleton model for reduced gas costs, dynamic fee adjustments, and advanced flash accounting, positioning Uniswap V4 as a game-changer in the DeFi landscape.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:36:00.613,2024-03-12 07:36:00.613
e0228c2d-5f85-4ad2-893b-08e8606015d3," Expanding Opportunities with Uniswap V4 Hooks",advanced-tutorials,🛠️,https://medium.com/@auralshin/harnessing-the-power-of-uniswap-v4-hooks-an-ocean-of-possibilities-for-developers-18b79ba0e67,"A comprehensive guide on the potential and capabilities of Uniswap v4 hooks for developers. This resource delves into the technical aspects and innovative features of Uniswap v4, offering insights into how it's transforming the DeFi space.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:36:01.01,2024-03-12 07:36:01.01
a5b3b9db-e1d1-402f-897b-ab52c968b977,Locking liquidity,proof-of-concepts,🔒,https://brokkrfinance.medium.com/locking-liquidity-hook-for-univ4-builders-perspective-44e192eefe1f,"Locking liquidity hook POC, the design, and the options it presents. Built by builders, for builders.",published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:36:01.145,2024-03-12 07:36:01.145
ac8c78da-ad84-428a-9a96-6170bf9bd2e7,Dynamic Fees,proof-of-concepts,💱,https://brokkrfinance.medium.com/dynamic-fees-by-volume-uniswapv4-hook-072d3dcfac2d,The second hook from our Hook POC Uniswap Foundation grant adjusts the swapping fees based on the trading volume.,published,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:36:01.282,2024-03-12 07:36:01.282
0b775994-cc0a-4416-9afc-833dc4171bb5,Uniswap V3 (Multiple Positions) Visualization,guides,🔍,https://www.desmos.com/calculator/oduetjzfp4,This resource uniquely visualizes the multi-faceted aspects of managing multiple positions within Uniswap V3. It offers a comprehensive view of how different positions interact and affect the overall dynamics of the Uniswap V3 ecosystem.,declined,community,clto1kk45000011ukfdjy2ftp,2024-03-12 07:35:59.411,2024-03-12 07:35:59.411